signal,is_change_point
17.3940204823513,0
17.70898891954625,0
16.095464495256895,0
15.847332034713741,0
16.018939736300382,0
16.069623127989846,0
16.93157009613744,0
18.33559283593054,0
17.548080302658725,0
14.612365434497285,0
16.648780969014712,0
17.281463550084656,0
16.536799037703208,0
14.871706404326988,0
15.725481725911184,0
16.62053663953564,0
18.35453121934542,0
17.37696104894765,0
16.700428383842077,0
15.434610307899026,0
15.184969801708693,0
14.672353835274773,0
13.41243969172623,0
12.146675125154674,0
11.649044100131947,1
10.38585135428827,0
9.227226659989103,0
8.98425610460433,0
7.017858035506514,0
6.797608513295424,0
6.149957190768939,0
6.640820201088259,0
4.262865577701083,0
2.8610622941886783,0
3.1032109128276795,0
3.6279909909811847,0
4.563238421079401,0
5.3838563820522705,0
4.208367362010561,0
5.499938043989916,0
4.882720510642174,0
4.834667185437337,0
3.3511019646332922,0
5.718328680728024,0
4.491243979572728,0
4.936686233407016,0
3.334342935185725,0
2.529613309669905,0
4.9750486495937505,0
4.9811973075094205,0
4.3750681066272685,0
3.892903168139251,0
4.858257899267553,0
2.1959021397726675,0
2.9522112156975053,0
3.8275572271893794,0
4.988516510312028,0
5.08615139925017,0
6.274145214800954,1
5.795957516788966,0
8.239330771368728,0
9.164707024830934,0
9.807711272074654,0
11.876534855760939,0
10.566188860239672,0
10.873944460237183,0
9.739185519509215,0
9.699139265841886,0
10.402361392709722,0
10.282838170731207,0
11.464413252707882,0
8.858969683485864,0
10.965931634869035,0
11.475887000392376,0
11.75667964746019,0
10.09555506212331,0
11.116007223131367,0
10.310494040413845,0
10.180750177000231,0
11.314193214970405,0
12.375527013931617,0
11.747963064640505,0
10.561821146126753,0
9.51856365713788,0
10.838939939923184,0
11.07466182581299,0
11.315047960341147,0
10.418483647973872,1
9.12802442348041,0
10.415798029499879,0
10.589054842051999,0
9.714273604727309,0
9.326408027604208,0
9.666365946015112,0
9.926347400145366,0
10.453576176971229,0
9.651643844204218,0
10.729012316509344,0
8.720116343058711,0
9.366910002575041,0
9.552677630512902,0
11.875621199300149,0
12.706061401239342,0
10.154549567475188,0
10.878486050240763,0
9.599623759588965,0
10.689301150801137,0
9.567731957986268,0
9.806338547015823,0
8.504464834477583,0
10.023201310903264,0
8.702961508539314,0
12.290709581011514,0
12.3137902825973,0
10.078573691174773,0
10.541652563705188,0
11.229900907025804,0
11.611143109383768,0
12.234317409833745,0
12.453828439384127,0
12.935353578865433,0
13.805150338767483,0
14.517325868523592,1
14.607497030169627,0
15.202131864693493,0
16.40125281709797,0
17.0374535265901,0
17.066910559019014,0
17.13541691850301,0
16.738945796389956,0
18.282729199563253,0
17.451020878923476,0
20.39039544450381,0
18.757169523024846,0
18.0080799343207,0
19.52916006428265,0
16.506573906015934,0
19.11513071461171,0
17.59445934688321,0
16.63175151293452,0
17.81148714016382,0
18.092686792786456,0
18.54191987754914,0
20.016931104864785,0
19.331781507734682,0
18.504016388217835,0
17.390434242547233,0
17.263018166099588,0
16.45126545619692,1
14.834074039327838,0
14.875427455489184,0
13.280453456548544,0
13.146068573445014,0
11.977699239613681,0
12.422548039823315,0
14.218833116559473,0
11.9390982418467,0
12.049197664376463,0
12.466966729631782,0
12.904186432135424,0
12.950165021143903,0
10.564987878006473,0
10.072878569269085,0
9.161991060818194,1
9.018149072483904,0
8.204294019174219,0
7.434333669274951,0
8.452722907863228,0
10.140211942321988,0
8.84224072648042,0
10.246590529372657,0
9.8913206125034,0
9.11838981880453,0
7.842881576518168,0
8.803109467891298,0
10.296264537930462,0
10.622079073194556,0
9.97947722585235,0
9.207882085171365,0
9.0221628799521,0
8.563291708034946,0
8.117987973095357,0
10.071498801047769,0
7.922318197265684,0
7.292564536430392,0
7.922334415541322,0
7.931702288546736,0
7.939566395472281,0
7.944173129748003,0
7.95518686148754,0
7.962760282907408,1
7.983059382680249,0
7.983040271059207,0
7.988851669423414,0
7.994268045575603,0
7.696672535392887,0
10.147706864599268,0
9.211230124725988,0
10.51040798845466,0
8.786612162234048,0
9.408515885936911,0
10.805145671549221,0
10.019877350861142,0
10.898328861086705,0
11.637616243203837,0
10.016458888808106,0
9.154450437312804,0
8.472662524520608,0
11.28045226708609,0
9.783888955371959,0
11.430539870076187,0
7.736597460801317,0
11.46191634664292,0
10.263644364393262,0
10.942023682138343,0
11.665182045758025,0
10.010181879597813,0
9.906524621015395,0
8.306306429327122,0
10.484729311006507,0
7.697150286859023,0
10.442226784001443,0
11.30099903187728,1
10.578238116783007,0
11.04862975585889,0
12.321282821189369,0
12.673210866631658,0
12.741615293151204,0
12.64780192109105,0
13.861541150798377,0
12.86786683011303,0
11.78087562504669,0
12.18491448044744,0
13.046068051356157,0
12.828963678799232,0
13.000313323108509,0
11.143842148006545,0
12.146964302215578,0
11.904709271706658,0
11.315098716760083,0
10.751384665812786,0
10.216797303282442,0
9.655609554412127,0
9.042913765386285,1
8.487147497336622,0
7.9961413730218664,0
7.5007436625754185,0
6.897368220096995,0
8.380453436313632,0
8.140039260129228,0
7.613626144369777,0
8.295022519515255,0
9.248501584745675,0
9.346372549405835,0
6.630226551000993,0
9.290995390123726,0
8.72709427232635,0
7.439100444246703,0
9.057967128638108,0
7.230608400207141,0
8.036023704966494,0
7.610060704085422,0
8.624564596667373,0
6.74557814181465,0
8.016954696510332,0
8.775352378758944,0
7.085455475255933,0
7.629794318548751,0
7.479072865839952,0
6.237602940855779,0
9.54061993008875,0
7.7606000482038295,0
7.003469487125653,0
6.032875328457887,0
5.746206219833786,0
4.602384712011658,0
4.899560489376119,1
3.251692493340241,0
1.5069801901703288,0
1.7837573639747468,0
1.1906364924835786,0
3.629491688988451,0
1.6250278335463688,0
2.7654386194041973,0
1.5843657136943228,0
1.4118960232999986,0
2.601472815992073,0
3.425189539874937,0
2.4000925031425755,0
1.127531154915212,0
2.934028044068377,0
0.7367980870917445,0
0.6310034350891967,0
1.4746636172925034,0
1.1030151280416212,0
1.920804651261687,0
2.5424500190352086,0
3.0238583032184403,0
2.3178389818009886,0
2.0278612947567876,0
2.133995937234378,0
2.1098229023575534,0
2.289847071171521,0
2.0534690848769093,0
1.3186372299861808,0
1.9773366818682971,0
2.7103016762220506,0
3.376847130007774,0
4.605105301256027,0
5.137024009450445,0
5.474019036283486,0
6.733386579231834,0
7.145460677610864,1
8.550062941006447,0
7.915088810747403,0
9.340793394929317,0
10.717479925899477,0
10.281708060368432,0
10.777409858795231,0
13.3306509253091,0
12.70402322324686,0
13.175650036403825,0
14.589951646216864,0
12.367653181535168,0
12.392475017779441,0
12.84391238180009,0
12.872849386121526,0
12.206129443069933,0
