signal,is_change_point
3.2492701245828663,0
4.133570629286409,0
4.9560355560693745,0
3.909954199211575,0
2.718094553397827,0
4.756977245083944,0
5.226598627187108,0
3.576497288269219,0
5.081002229228949,0
3.3480682694005974,0
2.9055112382212305,0
3.6884627714993083,0
3.3427650865797727,0
3.0552540124027545,0
4.111160666301455,0
2.47411591393925,0
3.39997258919258,0
4.428811083601362,0
4.6145308508998255,0
6.040327990867366,0
6.030571340156529,0
7.566767241912343,0
8.874780984971057,0
10.109525463579015,1
10.189610474994028,0
10.919641564501962,0
10.81602227120398,0
12.017604333718413,0
13.983205712901707,0
13.762949124198478,0
16.918112744721014,0
15.816784983068846,0
16.757262541844153,0
14.413429661415925,0
14.622052030309469,0
16.56312582573042,0
15.806081498372976,0
15.380795901957788,0
15.98999672164663,0
16.42008864812673,0
14.759350488897105,0
15.411743381558276,0
14.988761271804767,0
16.091140262614438,0
14.542498469866297,0
16.21938570585318,0
16.473295488834108,0
15.903176552716479,0
15.39796199838126,0
14.610008261167081,0
14.15263807242038,0
13.637500505698362,1
13.374110887797693,0
12.317969035955318,0
12.745249341425549,0
11.481754273620071,0
10.953951160735407,0
13.0776266128214,0
12.004344327038137,0
12.194508251382501,0
13.77877754629899,0
12.219666552502458,0
12.452105824283747,0
13.453677744053017,0
11.023439983180412,0
12.300758854946016,0
12.376708072094802,0
13.026547918634863,0
13.873875731374344,0
13.329851041561724,0
12.90614928287925,0
11.823820094859743,0
12.992724655715936,0
12.316333282277045,0
11.696258526695512,0
10.827502437504155,0
9.500455249226535,0
9.499867740176219,1
8.90037527872539,0
7.700490020805241,0
7.952755978057825,0
6.422037268540989,0
5.7379367746641545,0
6.864394183213252,0
6.3583308383339086,0
6.640378145599967,0
6.510712041750764,0
8.8003394003102,0
6.473499658916375,0
5.763397542427117,0
7.158499000164749,0
5.260329457751111,0
9.21512485073064,0
7.7846993297385785,0
6.803392091789457,0
7.045179420177875,0
6.392511303508312,0
7.0803169883404795,0
5.6769982600610955,0
7.756082096614703,0
6.859371277948735,0
7.372338713809014,0
7.124957481224662,0
6.606651225762114,0
8.3763379129799,0
6.23520672817549,0
9.243034111870646,0
6.679742344679552,0
7.3872604392849075,0
7.870359674502741,0
8.776019985830775,0
8.915477148151776,0
9.841396441272884,0
10.144756830850788,0
10.599414084947563,0
11.33567582451849,1
12.002103883161453,0
12.849446914853827,0
14.154208134953908,0
14.395266538546212,0
15.307860340281735,0
14.03397826152014,0
16.20136694127708,0
16.201787729347032,0
15.928122888313906,0
19.454800952304623,0
17.184654511001252,0
16.3774261152723,0
16.84548370953124,0
19.134691113904502,0
17.215822971295562,0
14.151075481862138,0
16.022932084149456,0
16.6400039000909,0
16.46181331008115,0
16.12948745647217,0
15.913582671103775,0
17.70690645868781,0
17.474557098322187,0
16.555513074223317,0
16.699899426558407,0
16.502720343126494,0
15.812408552396775,0
15.02911864484687,0
14.143234416006418,0
13.183682127158697,0
12.830136472763485,1
12.609812057684442,0
10.15580437725302,0
11.288311718349691,0
9.7111749602878,0
8.918046002783438,0
9.659841846413805,0
9.821352631863991,0
8.259229824746733,0
11.63078468585373,0
7.126542836919311,0
9.442501352148897,0
9.736876682876654,0
9.836430220865234,0
8.836013451290178,0
9.235604524551617,0
10.553116200895666,0
9.100136742206523,0
9.852523775038941,0
9.869651267312546,0
6.995876594930972,0
10.546098097373559,0
8.928974725378984,0
8.827627147297322,0
9.818599451553965,0
8.339927718300528,0
9.042159901819025,0
9.680749979154255,0
10.592497525725832,0
11.24047371902247,0
12.156625403888306,1
12.232006307429558,0
13.668110962434557,0
13.776560108810806,0
15.037630159840568,0
12.513956276379172,0
13.075844657155141,0
14.660150930495782,0
14.204240119902849,0
14.724473764308437,0
15.403988873703447,0
13.937964960922422,0
12.41428265263668,0
14.297708710799922,0
14.711957136437603,0
14.364161097049925,0
15.110913113926202,0
12.896226869531514,0
14.555161172414154,0
14.57423926924132,0
12.654772171936132,0
12.237577414535883,0
14.421158541131378,0
12.4856560012121,0
15.179741151623547,0
13.335085614183313,0
14.34957073677075,0
13.577009297188388,0
13.115550197413754,0
12.324725783893918,0
11.661084464327681,0
11.460722830583592,0
10.96389351494227,0
9.275595150245564,0
8.376699595298884,1
9.028618569267419,0
7.474466382699675,0
5.852274266718306,0
5.5020951958907265,0
4.006300406332928,0
4.851600444860676,0
4.131332877464919,0
3.2455755301846767,0
1.786055035538299,0
4.208359357490663,0
3.051873396701198,0
3.5532985960541255,0
3.983942453280282,0
4.881730538285205,0
2.399425806723908,0
2.5781802610907127,0
3.7215149674015464,0
3.4105682530878414,0
2.2244473088948946,0
1.9538144949854994,0
0.4379478068875189,0
4.628831698261766,0
4.105084676547782,0
2.3791622635818688,0
4.691380070664993,0
5.187243804909686,0
4.00481521249479,0
0.9082964191713794,0
3.1784152690669414,0
1.6307221428596257,0
2.042984290199864,0
0.7217158438750424,0
3.834321892337718,0
2.9868696567377886,0
3.1148800565425248,0
4.096599969556858,0
4.7554577394935125,0
5.373173103614629,1
