signal,is_change_point
4.385034375183027,0
5.48958639298327,0
4.867013975897769,0
5.50530693849365,0
4.411341668647568,0
2.727919766881609,0
5.763067898860209,0
6.226618973580689,0
3.9676458849419083,0
4.739325642556144,0
4.17620679562845,0
6.558807975572867,0
6.028506854491987,0
3.362474995430867,0
5.391621881452529,0
4.510624285966024,0
4.951403069491317,0
3.923910799009114,0
4.588313907814599,0
3.2230989839073088,0
4.157354511675516,0
6.25789845886259,0
4.898700341602005,0
4.078189476957229,0
3.5231094567514463,0
5.329616067757537,0
6.040236420794722,0
6.842340746739536,0
5.597995987895531,0
4.180302107064013,0
5.103468219397334,0
6.18313869279803,0
7.101892343142149,0
7.7135302227704425,0
9.863061058064325,0
9.975059868544932,0
10.671327857587208,0
11.903991756449345,1
12.437595119194103,0
14.038642918842363,0
16.074517551392564,0
15.72281474559065,0
17.19769886190356,0
18.424951149196723,0
20.199602376818138,0
19.945029672744237,0
20.300659607822986,0
19.55537360262134,0
19.93524079107527,0
21.136629110745,0
20.556528088573444,0
22.480203575280907,0
20.49475078481388,0
18.68809288181378,0
19.556719003109723,0
18.89171116515942,0
21.60638334251337,0
18.99321531572838,0
21.26691897955982,0
21.05151292292524,0
20.98394908988647,0
21.170719531706705,0
20.089600636345125,0
19.62067229044167,0
20.82144469482955,0
21.23004965463838,0
19.767736687755622,0
18.9347121299458,0
20.309105824860712,0
20.662449112305755,0
19.198885983640007,0
20.371785434980804,0
18.94130201955572,0
20.25594395636073,0
19.812445885601406,0
18.908529147940957,0
18.209281864733256,0
17.2867084465003,0
16.3004099541974,0
15.913319682504245,1
13.497156439749741,0
13.802360186633056,0
12.955843221108243,0
12.291744561813442,0
7.920240544218485,0
10.16056496828546,0
10.374026044821566,0
10.425549687959746,0
9.851638211284028,0
8.55033550749119,0
11.344259720686196,0
10.160284318664326,0
9.90287913772925,0
9.90927504162192,0
10.310849880267257,0
10.416033598004454,0
8.07876467302478,0
10.558475386315688,0
8.647875645107913,0
9.686935892925316,0
11.430439699438931,0
11.901364300863897,0
9.490833951403102,0
9.774391500206395,0
10.920306928592362,0
9.650735992293402,0
12.335316943805369,0
10.563187035402352,0
9.98761312561469,0
9.602741927489063,0
12.155001609198901,0
10.884175455843302,0
8.160717781237427,0
